,customer_ref,application_id,application_hour,application_day_of_week,account_open_year,num_login_sessions,num_customer_service_calls,has_mobile_app,paperless_billing,age,annual_income,employment_length,num_dependents,monthly_income,existing_monthly_debt,monthly_payment,debt_to_income_ratio,debt_service_ratio,payment_to_income_ratio,credit_utilization,revolving_balance,available_credit,annual_debt_payment,loan_to_annual_income,total_debt_amount,credit_score,num_credit_accounts,oldest_credit_line_age,oldest_account_age_months,total_credit_limit,num_delinquencies_2yrs,num_inquiries_6mo,recent_inquiry_count,num_public_records,num_collections,account_diversity_index,loan_amount,loan_term,interest_rate,loan_to_value_ratio,loan_officer_id,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index,previous_zip_code,total_debt_to_income,revolving_to_income,payment_burden,logins_per_year,service_calls_per_year,account_age_years,debt_service_coverage,available_credit_after_loan,income_vs_regional,income_per_dependent,combined_risk_score,credit_capacity,preferred_contact_Mail,preferred_contact_Phone,account_status_code_ACT-1,account_status_code_ACT-2,account_status_code_ACT-3,account_status_code_ACTIVE,employment_type_Contractor,employment_type_Ft,employment_type_Full Time,employment_type_Fulltime,employment_type_Part Time,employment_type_Pt,employment_type_Self Emp,employment_type_Self Employed,education_Bachelor,education_Graduate,education_High School,education_Some College,marital_status_Married,marital_status_Single,loan_purpose_Home Improvement,loan_purpose_Home Purchase,loan_purpose_Major Purchase,loan_purpose_Medical,loan_purpose_Other,loan_purpose_Refinance,loan_purpose_Revolving Credit,origination_channel_Broker,origination_channel_Direct Mail,origination_channel_Online,credit_util_category_low,credit_util_category_medium,age_group_26-35,age_group_36-45,age_group_46-55,age_group_55+,employment_stability_medium,employment_stability_new,employment_stability_short,application_time_of_day_evening,application_time_of_day_morning,application_time_of_day_night,referral_code_freq,credit_usage_amount_freq,total_monthly_debt_payment_freq,monthly_free_cash_flow_freq,loan_type_freq,marketing_campaign_freq,state_freq,default
customer_ref,1.0,0.0013219242751446112,0.00014262502306696873,-0.0036616733260897254,-0.011099487209542723,-0.003786674829171179,0.0021880223958545665,-0.00491309311817686,0.007527315226598357,-0.0004726459123964677,0.0015897602074221328,-0.003271977867092414,0.0009527948757571344,0.0015896452717875538,-0.0005756301420177154,0.0006173019035171567,-0.002649709056983857,-0.003642057056353912,-0.003047541411426789,-0.005375172722328679,-0.006439296066793009,0.001765269132707956,0.00014401219830295997,-0.003917954474741047,-0.0017748252532475523,0.0021009373187170248,0.0014962364861419981,0.007664201651637128,0.007664201651637152,-0.0018675032304516935,0.0006971879979217059,0.003948946769918964,0.003948946769918964,0.0011858942469450589,-0.0011916272157388125,0.005053026945963425,-0.0004143269065047462,0.00042895142162985436,-0.0021386768280380886,0.0011134661589342258,0.003463457056512668,0.0012077340845557873,-0.0020460629864134166,-0.003718929139376338,0.00041012699582717286,-0.00018754343778590074,0.00248964711266094,-0.004923174817689071,-0.010241042457379054,-0.0030478964593921116,-0.00990638859742377,-0.0019222586808293515,0.01109948720953301,0.0013498521148577658,0.0009153371522245978,0.002070618584183329,0.0008117609398209161,-0.004956322096345189,-0.0021024405853282907,-0.003699121302544126,0.0015008020906829701,-0.003884544673060381,0.002649095791539331,-0.0025394440689352963,-0.0011396630791610362,0.00146608319153371,-0.006524857674428962,0.005271348587342082,-0.007084343756498685,0.001316935572054107,-0.003068642854750054,-0.0050307041384467345,0.006875843558533412,0.006745302256923573,0.003359512234252269,-0.009159253817308215,-0.000797337539457187,0.004147524993406477,-0.0024339373695516065,0.002124644994632038,-0.0006085661004368302,-0.00356500326186132,0.0034953794997324523,-0.0016803269888637585,0.0018909013465207554,-0.0043990606312524,0.003994984299263196,-0.00030089412206830166,-0.002541864747095934,0.005151600734402094,-0.0031835878523813685,0.0003187242675990561,0.005235505056466716,-7.733888047876406e-05,-0.00394075435909277,0.007308610326312748,-0.010516746296416727,0.0044078016784026225,0.00022290297590607137,-0.0025855377497563067,-0.0005504196512741344,0.002005821097981523,0.004326869007626595,0.006040296082710122,-0.006540381252266772,0.004552250380388537,0.007720893892526986,-0.0010814957963776759,-0.0014191757471374278
application_id,0.0013219242751446112,1.0,0.0017191539873960121,-0.0013181034445732865,-0.002335381543722994,0.006249662011583089,-0.0025990349930322,-0.001135940202737743,0.004460184580081939,0.004654475219678368,-0.0017431714730426623,0.00773642296875123,0.004871278170436377,-0.0017432757986003994,0.001226583684491375,-0.0015050446908540826,0.00600395832944973,0.002312431464034045,0.0007418682872302621,-0.004154459832945108,-0.0008077772299730496,0.0017741338748510172,-0.0004597551203751329,3.0100306058225038e-05,-0.0015836018019660888,0.006780644323371255,-0.004118396213360537,0.004127384328969573,0.004127384328969587,0.0008435728110692962,0.002775869698792013,0.0007844632836429653,0.0007844632836429653,0.0016948585544909408,-0.0012281392580912997,-0.003947980437070828,-0.0014689141359412988,-0.0025040939335565357,-0.0019857752341260267,-0.001224357854103781,-0.0017859919195087873,-0.004378972747366553,-0.0056005126840435945,-0.005549576982388304,-0.006058136255910254,-0.005180759331647489,0.0015508857056835987,-8.057792916578339e-05,-0.0006551314510649443,0.0007409068134650786,-0.0017743493300199217,-0.007907075559716932,0.0023353815437282995,0.0025083999579730704,0.0019238314893400574,-0.0007199958381532525,-0.0035322762867005058,-0.0015260615095179072,0.0007769488632661899,-0.005396501614106258,0.006622258563428688,0.007885552772450273,-0.004685140881400452,0.0037481354562959083,-0.009071847192148267,0.0006959805157316781,0.00458279408038176,-0.0012395788355177666,-0.002438125750288741,-0.003097975903825546,0.0016496731031728385,-0.001831630277035755,0.0014808288659705292,-0.004060692237926403,0.0031474807587791084,0.00691366647897763,-0.008765203622919495,0.0034602020888053024,-0.005011593518696298,0.0009378994255924004,-0.0025524533491552413,0.0011522602152627167,-0.0021495158797787514,0.0037828819225430633,0.0005480533410042804,-0.00041390934990185197,-0.004970448221600744,0.001784693674011876,0.003352676103726031,0.0017435016193057162,0.002136693312367498,-0.005424670591406,0.004187318264118291,-0.0009271236474315216,0.0041317303738350065,0.004295553628946134,-0.0031106058664482276,-0.009221906331665199,-0.0010275006323769602,0.0018328246001114669,-0.0042540977703625395,-0.0002510360065284219,0.0014742751466934063,0.008272166759264078,0.0022017775320739906,0.0013005269135138102,-0.0007049119144280843,-0.0027037735142477017,0.0035614158656273433
application_hour,0.00014262502306696873,0.0017191539873960121,1.0,0.0002827650224978345,0.004348148137759248,0.0005881126193875067,-0.0032549401194029185,0.005705758117258619,0.006384425633540138,0.00047282264997616953,0.003957307156980156,0.006941655030076945,0.0016623606313467673,0.003957248523312235,0.002205927465465131,-0.0038828402821065194,0.0015465373627742533,-0.005489805833075998,-0.006131394207101062,0.0014710386069429243,0.0044176689388332946,0.0051108375057972,-0.0017748932771719595,-0.0050038478210476505,-0.0016630910009355802,0.004542642470988835,0.0016530697059650098,-0.0038075183974895857,-0.0038075183974895814,0.005663765423694907,-0.0010700514492559849,-0.007345872719087333,-0.007345872719087333,-0.0015926653349854578,-0.0015050529764111488,-0.0038151308743692765,-0.0027489545468037664,-0.00210329052551481,0.0011515635424662561,-0.002818137337220858,0.000904060717866386,0.00800051399615847,0.004698695751653583,0.0012945829628935941,0.0019985578257198894,0.0020517988986605176,0.0030313930018000647,-0.0046445921424841585,0.003457361449582788,-0.006126693312541983,0.002659971896524012,0.00222501828784838,-0.004348148137770729,-0.0004993163909341248,0.004127931251107484,0.002305782803055335,0.002538779044627362,0.0008860993115717414,0.005679624366447021,-0.0043690280945438646,-0.005070566582191386,0.0015976994130524082,-0.0025005411041774854,-0.003685364732401911,0.0027612591102355076,-0.006349607574502085,0.005122134068771756,0.0018489572593654538,0.003131795918454757,-0.004300053841347388,-0.002598495443591524,-0.00021319370405663906,-0.004857402297237301,-0.002135797357018454,0.003934760551016308,-0.0009065163547012668,-0.003007586041139929,-0.005132895762261317,0.003949919248368973,-0.0016296480623002756,-0.0020597817752934177,0.00021929859908389205,0.0007952881949663948,0.00022644835179403436,-0.003169403078033998,0.00173109713911045,-0.0031493124000571376,-0.0007596731713176323,0.008350382170925633,-0.0009520284200580498,-0.0035225474568210927,-0.0012620571003792518,-4.55162108758804e-05,0.0003460926783761622,-0.0002746911194540453,-0.003929362198460266,-0.004181479602364396,-0.001284114328377295,0.7028490286928696,-0.16585126717652493,-0.7869717697683098,0.0010572903464869368,-0.0041953345805763945,0.0026572756466046767,0.0009253403140447159,-0.00045509102037073827,0.0019928368264930576,0.0001125610417206107,0.001072051221784091
application_day_of_week,-0.0036616733260897254,-0.0013181034445732865,0.0002827650224978345,1.0,-0.0020089051832802105,-0.004910450747560247,0.00293522095600859,-0.0022031975266430274,0.0009214614851521817,-0.0021791113352938154,0.0008602618205762873,-0.006045171607000995,-0.001160957538109207,0.0008604583415024796,0.002241113264315799,-0.0069984743705326,0.000500392387260364,-0.005348452336899163,-0.005689874959761482,0.0004888787012662133,0.0008873870674598155,0.0021487800977690995,-0.004264752660130144,-0.002859104474348475,-0.0036302405977194584,-0.00026484473169887193,-0.001004900987940339,-5.514295689346516e-05,-5.51429568934977e-05,0.0019508223687572613,-0.007362623023045352,-0.0002591058257750063,-0.0002591058257750063,-0.00033970336510095973,-0.0031986924042910684,-0.0016950091198749226,-0.003967788110615817,-0.0019549261473766925,0.002374903253686313,-0.0015042613767795704,-0.0010277934458795069,-0.007041499665632645,0.004138292701487282,0.00246766338310442,0.00469542135050796,0.003681888419887817,0.0006355739207896374,-0.002672310365260411,0.0017171309028806106,-0.005692012461844167,-0.004311317414249624,-0.0015934253897281244,0.002008905183275369,0.0009102094548280477,0.004417689163266336,-0.00034057995327674306,-0.0005376279264158592,0.001565563625612227,0.0018930024424586385,-0.0003251722445312799,0.002321630531236451,-0.0007288765947927125,-0.00048003527892175843,-0.0017226362448519528,-0.002741060102623752,-0.004371011421172099,-0.002410166927877447,0.010638600866452927,-0.0017460471015504182,-0.0036859747337303675,-0.005136023926675026,-0.002772631500875317,-0.00035201787290574637,0.0015473836698129508,0.0020480285268152758,-0.0032550678818165125,0.0017269112863246433,0.0009999079003945182,-0.0009133518716106564,0.0007312384320484777,-0.0027773486058015437,0.0005745838647651423,0.0022851790754902833,-2.9017629998296847e-05,0.0006529475264958431,0.0062600544415854316,0.005698150573667033,7.71793837199288e-05,-0.00460772285850367,-0.002214858375836959,0.0006298747106317301,0.00740222864904804,0.0013516991389272625,-0.008810692245291588,0.0032285315670178894,-0.0015547487311552487,0.0003731740924870736,0.0012465237043395908,0.0036673382493860726,-0.0002946929901715959,0.000492204911901707,0.00013340918859363707,0.007780549589774726,-0.0003493797785549949,-0.004118159233174941,-0.006021543239440515,-0.002282667933604177,0.0010027307039250292,-0.006426547825207272
account_open_year,-0.011099487209542723,-0.002335381543722994,0.004348148137759248,-0.0020089051832802105,1.0,-0.00016748666688015562,0.003362102616250758,-0.005497657253842404,-0.001665651338644538,0.0017171236049373245,0.0054107536570740696,0.0003832250654860596,1.3169544597013902e-05,0.005410491343765567,0.004798592617531039,0.0013310200707975478,0.0006268613012258473,0.0005340104627026517,0.0003861542964151322,0.0003952403133960349,0.002685343445339296,0.0021372049647480017,0.004020504766290596,-0.00011894073925236952,0.0013293887745884521,0.003962098697326706,0.0005029298916323645,-0.001082392958653558,-0.0010823929586535567,0.0028883738014335307,-0.007031345285409614,0.0015778599658583265,0.0015778599658583265,-0.005062274579679996,0.0017765651149587397,0.0007724615000918775,0.0006901682213340365,-0.0011017982436171295,1.8503125029433078e-05,-0.002840777286973489,-0.0015650659286848441,0.00025043706447183813,0.0011192913534067168,-0.000680409611977105,0.004828015852133837,0.006153354455460673,0.0016914909542371356,5.937692651943749e-05,0.001501177370854992,0.0003823971588755115,0.682852331409391,0.5397637195632811,-0.9999999999999908,-0.0007766654954227433,-2.855532909412975e-05,0.004125131578240883,0.006129975215965461,0.0016814942102588507,0.002802640402871205,-0.0035580315821016058,0.005229759671831428,0.0029647573519360187,0.005417579159619529,-1.185968393044383e-05,-0.004135248444095661,-0.002009646069041857,-0.0033611026379048465,0.0033844695314550663,0.0008992288870214143,-0.0007918801633026304,0.0046674100527326545,-0.004931968223030426,0.0017317025487487297,0.004147731401505304,-0.002954392050826422,0.0026142443547688718,-0.0017360575520635171,0.0082731612938013,-0.0047966731852589735,0.0004401146243782537,-0.0028840063347580374,0.001848960120926039,0.0027273687233723,-0.0010968163212890466,0.0013135676150467066,-0.0019031191839923465,0.0004875150273774554,0.0038542885541682326,-0.002644406900330915,-0.00043811362806697615,-0.0007417794540472643,-0.003013737974199588,0.005812922473091465,-0.0016180104242576895,-0.0004804338383148369,-0.0010903980463183964,0.0018106091446522812,-0.002248879833158494,0.0011251796750874007,-0.006730410105253706,-0.00044127786699980724,0.00151740405486748,0.001712888388257258,0.0017176400132904437,-0.004375832149357401,0.002861564471799837,-0.004709333937582858,0.0034509986245494836,-0.001852393770847734
num_login_sessions,-0.003786674829171179,0.006249662011583089,0.0005881126193875067,-0.004910450747560247,-0.00016748666688015562,1.0,-0.004592275548166309,-0.1683195304778547,0.017386593514657354,0.6784591423106796,0.11815562886313088,0.09878522030224035,0.03556370092998992,0.11815390604977684,0.08733003782919789,-0.01807094517685392,-0.00028992347743713197,-0.07108438011664059,-0.0737277504704741,-0.04334999661115334,0.07563061606516028,0.10659222650666889,0.03907664814111272,-0.03797898527013421,0.021195928567471628,0.3010988279987419,0.23223962429201486,0.23095349717181757,0.23095349717181968,0.10965136129860598,-0.012187235972828211,0.00416556661753422,0.00416556661753422,-0.012599590809247023,-0.0011676923962225842,0.25547525615330624,0.003993944493003451,0.00680167019964803,-0.06423161326182267,0.006247056428244479,-0.004716101284326824,0.0033180359712181653,0.006015054629663595,0.0008719755562911223,0.006247757076002139,0.00559798549131177,0.0033422599777295143,-0.03763800145745723,0.0017810384234841722,-0.07370893444704768,0.48540538667274413,-0.002594868530671592,0.0001674866669723571,0.04762499834594711,0.02759844960237841,0.11226944687268414,0.06665888059855915,-0.03743834672110398,0.11003343646427163,0.0007990734568967579,-0.001295517370344692,0.001688429185462913,-0.0010976360122518336,-0.0011307686151848632,0.0006134253701651101,-0.0028493785200475637,-0.0020621094208471704,-0.0011496359079823176,0.003039469237727383,0.0014555291366498007,0.008143107831398886,-0.005193214677640425,-0.001636685346342189,0.019523611191734486,0.028103179481097924,-0.04549389178967433,-0.018357419679975798,0.12050002116039552,-0.1965897024896054,0.00040863347233866107,0.003693113164370483,-0.002605674042549211,-0.0029920076347708046,0.00035360166716592124,0.004531258988184367,-0.0008151374521726113,-0.0026141491692917725,0.0002461183749686809,0.0002986371963662921,0.031148705917817723,-0.00635860566382253,-0.3138355809906666,0.06680363653511591,0.35269324059174795,0.3673792407564133,-0.019261189639990225,-0.040825029525206565,-0.05007704573066942,0.00197645009273775,0.004712606904506849,-0.0013943208979053635,-0.0027649272817331784,-0.014253086068506626,-0.0025125444444038052,-0.008651993041269571,-0.001666120417324108,-0.0004143344198847616,0.006487947567055919,-0.09418238234850038
num_customer_service_calls,0.0021880223958545665,-0.0025990349930322,-0.0032549401194029185,0.00293522095600859,0.003362102616250758,-0.004592275548166309,1.0,0.0025369342353707505,-0.004131988830710838,-0.0011266366355502037,-0.0032531763829771643,-0.0035319235758168206,0.004090257126560912,-0.0032530236217114465,0.0005282660301901651,0.0028308754808936943,0.0069983906768212815,0.0067577063982622405,0.005087673110836957,0.007078732392222744,0.0054669539934663084,-0.0047544751622547584,0.0026064254073967495,0.004880801868642168,0.004693816251124756,-0.00140270308636043,-0.001703390517105578,0.0021330373795696257,0.002133037379569689,-0.0005597103690420559,-0.0015732409807911593,0.0017610151563530164,0.0017610151563530164,0.005599125076026308,0.001184987233235483,0.0014526357099032248,0.003612122818614873,0.0059922961358167305,-0.0035148186354400928,0.005629207815210687,0.0052507922620578405,0.0009785252493062257,-0.0024798835416756687,-0.002650135254337769,0.00045864285708920575,-0.00025733348818335257,0.006992418203460287,0.005624969538034727,0.007973655627107324,0.005081603987180407,0.0022806375200610106,0.6317540852464116,-0.003362102616258995,-0.0035236437441779995,-0.00484623109481272,-0.0026776681295475353,-0.0032273761283863546,0.32701135148010035,-0.00039720463286307327,0.0002480724909388304,0.0011779441506537477,-0.0015829960697172185,0.004041795950396024,-1.5089000073323072e-05,-0.004321146075926476,-0.004168648139697082,0.0032936935176986204,-0.004481289720008824,0.0026464327008245137,0.004861754599097164,0.0015599325824919381,0.0065208694050463084,-0.005011822530612108,-0.002893175178527345,-0.002314641834025268,0.004514119995952106,-0.0005877303590869978,-0.00011282087140202373,0.0015962977173646735,0.0022554532967311997,0.002715120349202924,-0.006095508539809106,-0.00466649785794218,0.0011742428796540263,0.004264660321672078,-0.0003430621728972305,0.004825722194374686,0.004965137473578411,-0.0027328285422831456,-0.004321501222041347,0.0006961605157598626,-0.005222539504307311,-0.00019005233433200247,0.0034032188226849306,-0.0016828925791663142,0.0047532577582923815,0.007362549427663822,-0.004334090860404948,-0.0017904756271812175,0.005746266778967702,0.0006616314222018533,0.0032672000948926003,-0.00341721007503433,0.0030558659770359396,0.0076506668315755,-0.002068364587152884,-0.0017795895750342848,0.0021811905151679473,0.004247257221214785
has_mobile_app,-0.00491309311817686,-0.001135940202737743,0.005705758117258619,-0.0022031975266430274,-0.005497657253842404,-0.1683195304778547,0.0025369342353707505,1.0,-0.006807537258454962,-0.2439223276240755,-0.04515759684642447,-0.03361566905845645,-0.011532399913725318,-0.04515705848565933,-0.03178027818277175,0.005950221640626216,0.001384720341583553,0.026896027466262226,0.027542872633309512,0.006611573599609722,-0.03245531998712012,-0.03716108557804483,-0.014724976784746937,0.014762928391293766,-0.00951801366783615,-0.10711556574752602,-0.0827216977657564,-0.08080503808252248,-0.08080503808252328,-0.04147293860728836,0.004301490066742193,-0.0029346941989410965,-0.0029346941989410965,0.012595644598914869,-0.0011939840365930475,-0.09035552864129269,-0.0020782024594070215,-0.0027509781207578983,0.023217509023319757,-0.0035920480603498827,0.00879265996119394,0.0044961668598973445,0.008772574111677178,0.007642913924268728,0.008701710040144712,0.0095487187559223,-0.002283760939137524,0.013684389964400393,-0.009143272801959012,0.027537437406029715,-0.08554414763822318,-0.00253755160349629,0.005497657253806281,-0.012722325985946241,-0.008967478668194586,-0.04504140932718411,-0.025510777736956095,0.006904706062806901,-0.04146732409765248,0.00024271776594269673,0.002978587008060272,-0.0008609749917702469,-0.0018694621964143855,0.002961850224607029,0.0030051890234834215,0.0015000275663235249,-0.006129666441159963,-0.0005348252841745073,-0.0028003250806604356,-5.563507186186371e-05,0.006112553749704949,0.002966098530897519,0.00634994470759187,-0.012999234265497333,-0.013290180783473285,0.023768176504182545,0.005821599188965885,-0.040187420065378975,0.06971517990750965,0.005511755047935615,-0.00958006007397219,-0.0018583608835001447,0.0013199110932676432,-0.0031060501746409427,0.005675076294197085,-0.0023535027402719665,-0.001479571627678743,0.0009356984787294224,-0.000513231742725187,-0.005938372230271334,0.000895905183727204,0.11525355324610569,-0.026460810850136435,-0.12426784538005166,-0.13334314400889855,0.007736507971778612,0.015431920515599735,0.01703823880144704,0.002941619468643007,0.004114934297634888,-0.007210162898450803,0.0049594563614976895,0.0012235787578303212,0.0008280811332091751,0.004290245004246736,0.004119411573004608,-0.00212772640522712,-0.0015841080575536006,0.029623493443465793
paperless_billing,0.007527315226598357,0.004460184580081939,0.006384425633540138,0.0009214614851521817,-0.001665651338644538,0.017386593514657354,-0.004131988830710838,-0.006807537258454962,1.0,0.02062724710626105,0.11775039482457854,0.010664137877370045,0.002553110517684469,0.11775007339020761,0.08615328584927855,-0.006912630223955455,-0.001235425860189313,-0.05280895884426241,-0.054494000033896706,-0.017577133308389496,0.07319055278539965,0.08834648430084395,0.04734839012769504,-0.0359900378732725,0.016871520834175584,0.12693007470935747,0.013979281475706293,0.021748116232695004,0.02174811623269504,0.09647821902549308,-0.003008958375004541,-0.007996823533205346,-0.007996823533205346,-0.003862595796722415,0.00285820121504225,0.01699884935623105,6.981323846174664e-06,-0.00025718862984788044,-0.02397824452657583,0.0010145290541761585,-0.00458640386686748,-0.001620304979192394,0.004478449995640766,0.007745660286139337,0.0004948739980516397,-0.001235830785962874,-0.0002921710440052051,-0.03616464050762667,-0.003503657603318917,-0.05448022817820684,0.004624666427984182,-0.005618103650330468,0.0016656513386704842,0.04530145234207625,0.02602507918016458,0.1130041804586724,0.08500412312828175,-0.01641126288041525,0.09655921076527216,-0.004656224173007968,-0.0010942336799470796,0.0018352937718096615,0.0008025735498965455,-0.008081280718329907,0.0007754963270941648,-0.0038367105189388217,0.0035827181181279774,0.006999661680388103,-0.008378850767332495,-0.00479385456928088,-0.005481452284503469,0.007758955134483334,-0.0004713531481235791,0.1090152665439768,0.17211485192384526,-0.23635643794471622,-0.1410098678337538,0.003738248011402216,-0.005683641179443427,0.005388574784957556,0.0011977600742417798,0.0015535937470321545,-0.006025867786764933,-0.0011786387502166124,-0.0016902630738795496,-0.00037507919487499245,-0.001872055505298318,-0.0022848455319406163,-0.001707301444742662,0.01869713503882363,-0.011901610635801894,-0.0003930874927380193,0.02731018509389836,0.00919241471642407,-0.012972530996061911,-0.005402517898599972,-0.0019173337485797097,-0.008112411678043047,0.00495148811949795,0.002266543017887369,-0.007246172019522172,-0.0035102629258608334,-0.016190583110188433,-0.00828343964913027,-0.00500232425050404,0.0007000030007691092,0.0021551707441645205,-0.005420003318795514,-0.03949645962780838
age,-0.0004726459123964677,0.004654475219678368,0.00047282264997616953,-0.0021791113352938154,0.0017171236049373245,0.6784591423106796,-0.0011266366355502037,-0.2439223276240755,0.02062724710626105,1.0,0.17775189192496418,0.14376553989092491,0.05307456664936435,0.17774977299762704,0.13263511685251836,-0.027329720512884483,0.0008328743649122453,-0.10776680556585565,-0.11212106205950219,-0.06039860031633439,0.1134884843567489,0.15569643365231928,0.05944239510774182,-0.06187820075675705,0.029475959473832625,0.4436755786282243,0.34223842505251445,0.3367692915407917,0.33676929154079555,0.1619734743352191,-0.01857548509069678,0.005510396393253915,0.005510396393253915,-0.020038322639242136,0.0001430883563985485,0.37161121710151834,0.0034724974309724033,0.004651801230650907,-0.09163780554482273,0.005970410996328789,-0.00924284992908913,0.00254420485286634,0.002828707380390695,-0.0002558202779543239,0.001936780215086309,0.0009202066239405486,0.006289020091296305,-0.061289237015603716,0.0025830973373481983,-0.11209910311751031,0.3316322332845754,0.0020590439129305063,-0.0017171236047999496,0.06990856108301698,0.04256461700955853,0.17065892809188166,0.10117027722414851,-0.04992224729901958,0.16226224810455941,0.004018082598752118,-0.0007762952864960515,0.0008980976679873721,0.00237712181742401,-0.0045733379796870565,0.00031219919941988055,-0.0017489114737907698,0.004083976408336456,-0.003211295277069307,-0.00043715905847796244,-0.0007301452401773948,0.004466687454677127,-0.0034417596900598074,0.0010609168689031227,0.026470571506181595,0.044860939256769525,-0.06637100379112743,-0.027506984383748316,0.17663928978718388,-0.2873228580142536,-0.0037902456520664957,0.0047184644815427826,0.000714665271695377,-0.0022823107530534023,0.004537991140476723,0.0018199668449089949,0.00048710576940250134,-0.0023380586833507484,-0.0005043972288205287,-0.0045647497543606155,0.043634526562245445,-0.00598117848996221,-0.46384601858858654,0.10423272904883542,0.5089460638707322,0.5506289377706053,-0.023402661061754388,-0.06594806962099418,-0.07638615428449264,0.00354669736280666,0.0016082457564579398,0.0007306072490844533,-0.003648720312686647,-0.01759684528886546,-0.0033609959340527855,-0.007552810339956537,-0.0026773037048177743,0.0035632291332370635,0.0053111613613361095,-0.13891875433728312
