customer_id,prob,default
100000,0.07844963491700659,1
100001,0.21130709906580253,1
100002,0.2941647973514549,1
100003,0.2338342103545325,1
100004,0.2607765932429337,1
100005,0.13322346927363637,1
100006,0.12028645873338475,1
100007,0.2176485375503664,1
100008,0.035681573858606014,0
100009,0.1765102599312889,1
100010,0.11767107917369504,1
100011,0.16148782460258498,1
100012,0.25605348081176005,1
100013,0.08509790176196516,1
100014,0.10727967025549943,1
100015,0.09572879058728084,1
100016,0.1903671833703377,1
100017,0.08775268483605352,1
100018,0.5620822873020244,1
100019,0.1645828817759632,1
100020,0.22646254245772024,1
100021,0.4943291207158801,1
100022,0.23862708630895763,1
100023,0.16777552439465052,1
100024,0.27961512461292837,1
100025,0.12142931103029081,1
100026,0.05318605175330021,0
100027,0.35367098690809295,1
100028,0.05531853200578643,1
100029,0.21251779425936967,1
100030,0.22938240635231993,1
100031,0.12492108760940179,1
100032,0.30766321234682886,1
100033,0.20654196812631592,1
100034,0.044830461766802915,0
100035,0.07366155004834764,1
100036,0.11837393283283981,1
100037,0.11128201130349114,1
100038,0.12125341000583623,1
100039,0.13938773778308156,1
100040,0.21993114408637154,1
100041,0.05178283435266063,0
100042,0.46426115843365046,1
100043,0.3209892853787977,1
100044,0.16500825218642795,1
100045,0.22719161619888517,1
100046,0.18179098504115304,1
100047,0.28316317968552457,1
100048,0.15050046469489597,1
100049,0.09851373012165773,1
100050,0.25893011969464874,1
100051,0.08219555847249622,1
100052,0.6363910925645092,1
100053,0.14558314852942822,1
100054,0.16524668234395712,1
100055,0.21120089565169287,1
100056,0.09355903822731106,1
100057,0.15097969869903283,1
100058,0.04879804867466779,0
100059,0.12667883302066027,1
100060,0.32956351581476123,1
100061,0.14350355569215717,1
100062,0.026592046306545,0
100063,0.2942470463891521,1
100064,0.10538288135257282,1
100065,0.13662107313631006,1
100066,0.0774830130700594,1
100067,0.04711079006853895,0
100068,0.13970894261515127,1
100069,0.16516912447641693,1
100070,0.06894351714128079,1
100071,0.5160584621531825,1
100072,0.18374496744179425,1
100073,0.08257394574510515,1
100074,0.26146781520796714,1
100075,0.1776335420143911,1
100076,0.10373783100424015,1
100077,0.23245842768978364,1
100078,0.14507528503579378,1
100079,0.04449986711884978,0
100080,0.31319890282322416,1
100081,0.5771818584118065,1
100082,0.0636313083761792,1
100083,0.22140008413200427,1
100084,0.1330832367105908,1
100085,0.11280285975056195,1
100086,0.33484935317645603,1
100087,0.30075050200554365,1
100088,0.26082913353356324,1
100089,0.15230403972719836,1
100090,0.24126353303208015,1
100091,0.038422492976595654,0
100092,0.1539915908024413,1
100093,0.1834481550764031,1
100094,0.14222189700950177,1
100095,0.12038235374768162,1
100096,0.1620039781851626,1
100097,0.06328652671297434,1
100098,0.1709911033887079,1
100099,0.25970190219086564,1
100100,0.4805199059181392,1
100101,0.1306620314120513,1
100102,0.16444072666478052,1
100103,0.2539607294907683,1
100104,0.07496728055616134,1
100105,0.0802437793118721,1
100106,0.04532945578997491,0
100107,0.1080373424366814,1
100108,0.09415711993628888,1
100109,0.06124498674489534,1
100110,0.1834362551144222,1
100111,0.19549381351264464,1
100112,0.1896827110869308,1
100113,0.15715309201351177,1
100114,0.2831550135323052,1
100115,0.1071948180873868,1
100116,0.11309515098842204,1
100117,0.2112836677996244,1
100118,0.22013368005499753,1
100119,0.2774499127380121,1
100120,0.06805736367593271,1
100121,0.1490254862830277,1
100122,0.054133428054168736,1
100123,0.22860021669107153,1
100124,0.09888006351087816,1
100125,0.09597467913352216,1
100126,0.39542830363174664,1
100127,0.06329217703567223,1
100128,0.09813720813258978,1
100129,0.16143661035728157,1
100130,0.044097394077286446,0
100131,0.37816933809889475,1
100132,0.21131468647837304,1
100133,0.18662341059813897,1
100134,0.23452693535154923,1
100135,0.32115173041529205,1
100136,0.062071857839033705,1
100137,0.09458961669767016,1
100138,0.11735809797379487,1
100139,0.26992281250363587,1
100140,0.17267270680939872,1
100141,0.31124797041762353,1
100142,0.2670737036842031,1
100143,0.1887141498170404,1
100144,0.11505052205111983,1
100145,0.4517367329459927,1
100146,0.39298442431911484,1
100147,0.2007955703126987,1
100148,0.20314874004696043,1
100149,0.4039402964655364,1
100150,0.17299277112563757,1
100151,0.06710401910092781,1
100152,0.1769037098614979,1
100153,0.08320354781210586,1
100154,0.37261182867969567,1
100155,0.2216344303124555,1
100156,0.07188575906501976,1
100157,0.2791886323734611,1
100158,0.05863596933255398,1
100159,0.07414719111161464,1
100160,0.23867979332757228,1
100161,0.16357934257794365,1
100162,0.1412514820289434,1
100163,0.22612616581323447,1
100164,0.1394544373779359,1
100165,0.25976821952578216,1
100166,0.425886607574563,1
100167,0.5184130490675721,1
100168,0.047046306163876186,0
100169,0.047579249166091284,0
100170,0.07899260353279139,1
100171,0.2640392289223655,1
100172,0.17476541485179453,1
100173,0.1764007046118205,1
100174,0.14079501509832396,1
100175,0.14284058326123694,1
100176,0.16614859236021973,1
100177,0.08938945819415745,1
100178,0.055675984122643504,1
100179,0.06239319673894573,1
100180,0.16285730509000146,1
100181,0.1059236529605542,1
100182,0.22604278359282243,1
100183,0.12737442635016943,1
100184,0.29416277015500025,1
100185,0.07598851770655723,1
