feature,importance
knn_oof_500,0.14325889572501183
knn_oof_100,0.07190439477562904
knn_oof_50,0.04524415358901024
monthly_income_from_annual,0.020856291987001896
credit_score,0.01892468286678195
monthly_income,0.018224147614091635
annual_income,0.014482466038316488
age_credit_interaction,0.013852451229467988
credit_stress_score_squared,0.011642651399597526
credit_stress_score_cbrt,0.011300761951133609
credit_stress_score,0.011278488440439105
debt_payment_burden,0.011041898163966835
disposable_income,0.010913901031017303
num_credit_accounts,0.01081870449706912
loan_type,0.010646170238032937
age,0.010549663100391626
monthly_free_cash_flow,0.01041755429469049
total_debt_to_income_annual,0.010123997810296714
debt_credit_interaction,0.010013032937422395
debt_service_ratio,0.009948763996362686
payment_to_income_ratio,0.009586452157236636
income_to_regional_median,0.009091155719943345
regional_unemployment_rate,0.009033237001858652
credit_utilization_cbrt,0.008963451604358852
oldest_credit_line_age,0.00894037855323404
debt_to_income_ratio,0.008853040635585785
has_mobile_app,0.00884749903343618
credit_age_to_score_ratio,0.00880836951546371
total_monthly_debt_payment,0.008803797769360244
credit_utilization_squared,0.008739437907934189
loan_to_monthly_income,0.008698616991750896
housing_affordability,0.00869357492774725
annual_debt_payment,0.00868774566333741
total_debt_amount,0.008646952803246677
loan_amount,0.008623490110039711
loan_to_annual_income,0.008592677651904523
loan_amount_to_limit,0.008573770755901933
num_public_records,0.008524102624505758
monthly_loan_payment_estimate,0.008515776600688696
credit_usage_amount,0.008511691587045789
credit_history_depth,0.008503724471665919
calculated_utilization,0.00842689792625606
revolving_balance,0.008412225171923637
monthly_payment,0.008409066591411829
regional_stress_index,0.00837526295799762
income_to_payment_capacity,0.008374724653549492
marital_status,0.008346600807271898
credit_utilization,0.00827381550334394
oldest_account_age_months,0.00827103469055146
free_cash_flow_ratio,0.008265794953331351
income_source_match,0.008214630652219057
calculated_dti,0.008129822905175388
employment_income_stability,0.008126219967380166
interest_burden,0.008115973207168281
marital_status_target_oof,0.008066041162237525
debt_to_income_ratio_squared,0.008048460818827152
negative_marks_total,0.00804578058887273
loan_purpose,0.008045702008530498
cost_of_living_index,0.008028612937778234
employment_type,0.008008537231944501
state_target_oof,0.007984622730873525
origination_channel,0.007977687404491007
total_credit_limit,0.007919752388261259
existing_monthly_debt,0.007894873502664268
loan_to_value_ratio,0.007881234865635633
interest_rate,0.007853246410377324
num_login_sessions,0.00777574279345572
available_credit,0.0077579234493896365
employment_length,0.007748119882307947
calculated_pti,0.007699175854213536
education_target_oof,0.007695294334553182
account_diversity_index,0.007679123664274812
service_call_intensity,0.007668000413104892
preferred_contact,0.007629493367858231
paperless_billing,0.0075919145019724965
state,0.0074638050282374024
loan_term_years,0.007269056397490203
education,0.007224783534184098
num_dependents,0.007189431576989591
employment_type_target_oof,0.006915915058925748
loan_term,0.00690376665443182
debt_to_income_ratio_cbrt,0.006840289453975856
account_status_code,0.006762324250303209
delinquency_rate,0.006035503349266946
num_delinquencies_2yrs,0.004971690592356026
age_woe_oof,0.0
credit_score_woe_oof,0.0
credit_utilization_woe_oof,0.0
debt_to_income_ratio_woe_oof,0.0
