customer_id,prob,default
100000,0.11553699008821391,1
100001,0.21593622947915253,1
100002,0.3920902111568515,1
100003,0.3916538527880436,1
100004,0.4656588868521512,1
100005,0.12958309360597076,1
100006,0.12627892966590834,1
100007,0.23179451822256325,1
100008,0.032799040802003056,0
100009,0.2138824303106554,1
100010,0.1114725737933038,1
100011,0.18154509511576095,1
100012,0.2584117482123457,1
100013,0.07601260124898139,1
100014,0.1226663743998743,1
100015,0.17018905986493643,1
100016,0.2559865573001512,1
100017,0.06241434609402673,1
100018,0.7926731886301879,1
100019,0.37423673309067346,1
100020,0.43547224713823235,1
100021,0.8722554825943951,1
100022,0.2513582491205532,1
100023,0.20246734703830202,1
100024,0.34823339357809335,1
100025,0.13983873537740782,1
100026,0.07420244846106347,1
100027,0.5540320822736415,1
100028,0.06669246998135472,1
100029,0.331862994781279,1
100030,0.5594949724650495,1
100031,0.26921051969789106,1
100032,0.3829079825965269,1
100033,0.25664120264129814,1
100034,0.04815784967361547,0
100035,0.14732074447463606,1
100036,0.10488105188293981,1
100037,0.0992207116150006,1
100038,0.13159866946491322,1
100039,0.1539922020512432,1
100040,0.23271695046510926,1
100041,0.042807518707618605,0
100042,0.7890555307907798,1
100043,0.4554543277714919,1
100044,0.19772328251746682,1
100045,0.4133695113322322,1
100046,0.24103698248034536,1
100047,0.5359831651050577,1
100048,0.1389277302381493,1
100049,0.10051860184920172,1
100050,0.32478526987644785,1
100051,0.0771783442490622,1
100052,0.9278896494554166,1
100053,0.32799017461809465,1
100054,0.21345710104164037,1
100055,0.34444661126065257,1
100056,0.10620691228685612,1
100057,0.16283968999721962,1
100058,0.058964421457597865,1
100059,0.1400154304401191,1
100060,0.6376591924817836,1
100061,0.14354271754094666,1
100062,0.022869854048476575,0
100063,0.39868238060828115,1
100064,0.16619131598569536,1
100065,0.19393399484744647,1
100066,0.08304344934529584,1
100067,0.05580807082222259,1
100068,0.18293279986140915,1
100069,0.22342031176660776,1
100070,0.06907609644692465,1
100071,0.8732846815833979,1
100072,0.2040807878805332,1
100073,0.11714875981034822,1
100074,0.489041175980106,1
100075,0.20767759009022024,1
100076,0.09523629022805509,1
100077,0.2896704162302914,1
100078,0.2922796746316251,1
100079,0.04608539018956529,0
100080,0.7205736188006506,1
100081,0.9034748779858209,1
100082,0.044303291981555123,0
100083,0.37028766220960063,1
100084,0.18848643491465294,1
100085,0.1354235089569964,1
100086,0.39911915970848044,1
100087,0.5456296983865923,1
100088,0.3193740281053871,1
100089,0.1472148188550666,1
100090,0.274045297572297,1
100091,0.0315985346495988,0
100092,0.17096208786646566,1
100093,0.19030254535160293,1
100094,0.19191322771808522,1
100095,0.14597654224664428,1
100096,0.25734164509684504,1
100097,0.06683362390445291,1
100098,0.16618059190492268,1
100099,0.2701498287024163,1
100100,0.8359539981885732,1
100101,0.1344100328109874,1
100102,0.16847696654917396,1
100103,0.34937773689911905,1
100104,0.07521459035008418,1
100105,0.10391343616157159,1
100106,0.05656440871860985,1
100107,0.20727399335845118,1
100108,0.11088920902835572,1
100109,0.07582748438628263,1
100110,0.24222619131886253,1
100111,0.19387524427685457,1
100112,0.25415068878708397,1
100113,0.5213980338958403,1
100114,0.6075932864655084,1
100115,0.12457551383165019,1
100116,0.11167042279157444,1
100117,0.19302643070345699,1
100118,0.2657996264393361,1
100119,0.4945707788263254,1
100120,0.07659978025412174,1
100121,0.16323351777376036,1
100122,0.06256684242321044,1
100123,0.2688939036465804,1
100124,0.10722442738840685,1
100125,0.08798835028120928,1
100126,0.8295513899560953,1
100127,0.05320133282453973,0
100128,0.12307339088027561,1
100129,0.15028407544564,1
100130,0.04339188960154421,0
100131,0.4860162621979616,1
100132,0.22577988479666675,1
100133,0.21129987985656612,1
100134,0.33529151968699,1
100135,0.36051883962689035,1
100136,0.06936280018853173,1
100137,0.11120630636187359,1
100138,0.10798367587917948,1
100139,0.34077067391076954,1
100140,0.24405695965622692,1
100141,0.4379739855960084,1
100142,0.30069910862889093,1
100143,0.1955368876073516,1
100144,0.1491034422714775,1
100145,0.8160357128015503,1
100146,0.5972672995673344,1
100147,0.19780310938689866,1
100148,0.23995789688044142,1
100149,0.6399693499761171,1
100150,0.19737221296690272,1
100151,0.07992224502200058,1
100152,0.2637057236020732,1
100153,0.07278920399554874,1
100154,0.47419434373703157,1
100155,0.5762551140696012,1
100156,0.07196404985050889,1
100157,0.33335706438775403,1
100158,0.07715408534707464,1
100159,0.08027470921516397,1
100160,0.2789599672017302,1
100161,0.15017435768575083,1
100162,0.12874118087116637,1
100163,0.3623918122422626,1
100164,0.17864131807029998,1
100165,0.383490717948219,1
100166,0.7911879358037686,1
100167,0.846300824080371,1
100168,0.053665604470085296,1
100169,0.09557514364972171,1
100170,0.07282544900440246,1
100171,0.39278103782757406,1
100172,0.1958863834187379,1
100173,0.2595823662824779,1
100174,0.37477547600241967,1
100175,0.1983001683757375,1
100176,0.2258122333453508,1
100177,0.10579606849588724,1
100178,0.06349368928970824,1
100179,0.05629404612379901,1
100180,0.2140131506148114,1
100181,0.12959186834730546,1
100182,0.2850420599555354,1
100183,0.14173859400263855,1
100184,0.4436833488183335,1
100185,0.10245704161644865,1
100186,0.10037707663603151,1
100187,0.35890589298524045,1
100188,0.2610972677469372,1
100189,0.1069043672415208,1
100190,0.04616643652209203,0
100191,0.20146325554992445,1
100192,0.3923871480284786,1
100193,0.32218018739993404,1
100194,0.1900823024829099,1
100195,0.08422946627842193,1
100196,0.7528988427851774,1
100197,0.8347993726882159,1
100198,0.20325410571073965,1
100199,0.09211091273592184,1
100200,0.45454908711818276,1
100201,0.03838054191364096,0
100202,0.045568702024808866,0
100203,0.3407419204749909,1
100204,0.07428396486877378,1
100205,0.07324918047595802,1
100206,0.7509749059942306,1
100207,0.08900294852171747,1
100208,0.41748936595576835,1
100209,0.2572678881199927,1
100210,0.22425930586103932,1
100211,0.08110507103315699,1
100212,0.05548928989507311,1
100213,0.08121886890836505,1
100214,0.49730520110174103,1
100215,0.07429468146327897,1
100216,0.35920515219423016,1
100217,0.7732079761084237,1
100218,0.1298303979586178,1
100219,0.08275950694353101,1
100220,0.41528352519303446,1
100221,0.07122161224442078,1
100222,0.4656726106624685,1
100223,0.3161482234817319,1
100224,0.19958607845106419,1
100225,0.17425509987051171,1
100226,0.3251369240958987,1
100227,0.038465847803749814,0
100228,0.1606467283286123,1
100229,0.04559167442825571,0
100230,0.3474447005013528,1
100231,0.3201996488249027,1
100232,0.05961259786736696,1
100233,0.08279247531240645,1
100234,0.11086734692714116,1
100235,0.19461911592026815,1
100236,0.26183780953809305,1
100237,0.36704891418433383,1
100238,0.31431454761698074,1
100239,0.1998606751906133,1
100240,0.4303772773636537,1
100241,0.062031949307794806,1
100242,0.5012753549072793,1
100243,0.11291652925796455,1
100244,0.2694102813936893,1
100245,0.35127513980343117,1
100246,0.18454949782070967,1
100247,0.19530156845813001,1
100248,0.16106444066497758,1
100249,0.12179579579550232,1
100250,0.3504429667537886,1
100251,0.20539696025550686,1
100252,0.033942750811656756,0
100253,0.1737265606475514,1
100254,0.21631237989153534,1
100255,0.06543452893677541,1
100256,0.1586510317644415,1
100257,0.20886358717527434,1
100258,0.2703125233215176,1
100259,0.11786329219887541,1
100260,0.636817863391691,1
